Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,4.5443,6.3341,1.7897,71.74
1,4.5654,6.3485,1.7831,71.91
2,4.5392,6.3347,1.7955,71.66
3,4.5875,6.3490,1.7615,72.26
4,4.5766,6.3486,1.7720,72.09
